#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CENPH	H4C6	9606.ENSP00000283006	9606.ENSP00000244537	0	0	0	0	0.047	0.810	0.500	0.204	0.918
CENPH	NUF2	9606.ENSP00000283006	9606.ENSP00000271452	0	0	0	0	0.520	0.274	0	0.931	0.974
CENPH	CENPU	9606.ENSP00000283006	9606.ENSP00000281453	0	0	0	0	0.436	0.958	0.800	0.992	0.999
CENPH	PLK1	9606.ENSP00000283006	9606.ENSP00000300093	0	0	0	0	0.226	0.113	0.500	0.284	0.721
CENPH	SPC24	9606.ENSP00000283006	9606.ENSP00000465075	0	0	0	0	0.230	0	0	0.694	0.754
CENPH	SKA1	9606.ENSP00000283006	9606.ENSP00000285116	0	0	0	0	0.437	0	0	0.610	0.771
CENPH	H2AC6	9606.ENSP00000283006	9606.ENSP00000367022	0	0	0	0	0	0.809	0	0	0.809
CENPH	HJURP	9606.ENSP00000283006	9606.ENSP00000414109	0	0	0	0	0.243	0.099	0.500	0.705	0.886
CENPH	CENPW	9606.ENSP00000283006	9606.ENSP00000357308	0	0	0	0	0.312	0.800	0.800	0.922	0.997
CENPH	CENPS	9606.ENSP00000283006	9606.ENSP00000308583	0	0	0	0	0.132	0.852	0.800	0.938	0.998
CENPM	PBK	9606.ENSP00000215980	9606.ENSP00000428489	0	0	0	0	0.536	0	0	0.388	0.704
CENPM	TK1	9606.ENSP00000215980	9606.ENSP00000468425	0	0	0	0	0.547	0	0	0.451	0.740
CENPM	KIF4A	9606.ENSP00000215980	9606.ENSP00000363524	0	0	0	0	0.547	0	0	0.451	0.741
CENPM	PLK1	9606.ENSP00000215980	9606.ENSP00000300093	0	0	0	0	0.325	0	0.500	0.305	0.745
CENPM	KIF15	9606.ENSP00000215980	9606.ENSP00000324020	0	0	0	0	0.457	0	0	0.553	0.747
CENPM	SKA1	9606.ENSP00000215980	9606.ENSP00000285116	0	0	0	0	0.430	0	0	0.620	0.774
CENPM	SPC24	9606.ENSP00000215980	9606.ENSP00000465075	0	0	0	0	0.405	0	0	0.651	0.784
CENPM	KIF11	9606.ENSP00000215980	9606.ENSP00000260731	0	0	0	0	0.512	0	0	0.606	0.799
CENPM	H2AC6	9606.ENSP00000215980	9606.ENSP00000367022	0	0	0	0	0	0.800	0	0.052	0.802
CENPM	ZWINT	9606.ENSP00000215980	9606.ENSP00000363055	0	0	0	0	0.655	0.169	0	0.402	0.814
CENPM	KIF20A	9606.ENSP00000215980	9606.ENSP00000378356	0	0	0	0	0.555	0	0	0.623	0.825
CENPM	HJURP	9606.ENSP00000215980	9606.ENSP00000414109	0	0	0	0	0.490	0	0.500	0.378	0.827
CENPM	NUSAP1	9606.ENSP00000215980	9606.ENSP00000499238	0	0	0	0	0.684	0	0	0.545	0.850
CENPM	RRM2	9606.ENSP00000215980	9606.ENSP00000353770	0	0	0	0	0.725	0	0	0.520	0.862
CENPM	H4C6	9606.ENSP00000215980	9606.ENSP00000244537	0	0	0	0	0.058	0.800	0.500	0.114	0.905
CENPM	CENPW	9606.ENSP00000215980	9606.ENSP00000357308	0	0	0	0	0.454	0.800	0.800	0.817	0.995
CENPM	CENPS	9606.ENSP00000215980	9606.ENSP00000308583	0	0	0	0	0.134	0.858	0.800	0.920	0.997
CENPM	CENPU	9606.ENSP00000215980	9606.ENSP00000281453	0	0	0	0	0.350	0.943	0.800	0.976	0.999
CENPS	FANCE	9606.ENSP00000308583	9606.ENSP00000229769	0	0	0	0	0.055	0.994	0.900	0.710	0.999
CENPS	H4C6	9606.ENSP00000308583	9606.ENSP00000244537	0	0	0	0	0	0.852	0.500	0.315	0.945
CENPS	PARP2	9606.ENSP00000308583	9606.ENSP00000250416	0	0	0	0	0	0	0	0.800	0.800
CENPS	CENPU	9606.ENSP00000308583	9606.ENSP00000281453	0	0	0	0	0.149	0.856	0.800	0.931	0.998
CENPS	PLK1	9606.ENSP00000308583	9606.ENSP00000300093	0	0	0	0	0.063	0	0.500	0.410	0.700
CENPS	INCENP	9606.ENSP00000308583	9606.ENSP00000378295	0	0	0	0	0.058	0	0	0.730	0.735
CENPS	H2AC6	9606.ENSP00000308583	9606.ENSP00000367022	0	0	0	0	0.053	0.800	0	0.069	0.808
CENPS	HJURP	9606.ENSP00000308583	9606.ENSP00000414109	0	0	0	0	0.062	0	0.500	0.629	0.811
CENPS	RMI1	9606.ENSP00000308583	9606.ENSP00000317039	0	0	0	0	0	0.994	0	0.365	0.996
CENPS	RPA2	9606.ENSP00000308583	9606.ENSP00000363017	0	0	0	0	0.093	0.994	0.500	0.117	0.997
CENPS	FANCL	9606.ENSP00000308583	9606.ENSP00000385021	0	0	0	0	0	0.994	0.900	0.720	0.999
CENPS	CENPW	9606.ENSP00000308583	9606.ENSP00000357308	0	0	0	0	0.124	0.955	0.800	0.988	0.999
CENPS	FAAP100	9606.ENSP00000308583	9606.ENSP00000333283	0	0	0	0	0	0.994	0.800	0.956	0.999
CENPU	RAD51AP1	9606.ENSP00000281453	9606.ENSP00000228843	0	0	0	0	0.766	0	0	0.206	0.806
CENPU	MND1	9606.ENSP00000281453	9606.ENSP00000240488	0	0	0	0	0.771	0	0	0.186	0.805
CENPU	H4C6	9606.ENSP00000281453	9606.ENSP00000244537	0	0	0	0	0.058	0.800	0.500	0.113	0.905
CENPU	NUF2	9606.ENSP00000281453	9606.ENSP00000271452	0	0	0	0	0.548	0	0	0.475	0.753
CENPU	RACGAP1	9606.ENSP00000281453	9606.ENSP00000404190	0	0	0	0	0.349	0	0	0.587	0.719
CENPU	PBK	9606.ENSP00000281453	9606.ENSP00000428489	0	0	0	0	0.650	0.067	0	0.284	0.746
CENPU	H2AC6	9606.ENSP00000281453	9606.ENSP00000367022	0	0	0	0	0	0.800	0	0	0.800
CENPU	HJURP	9606.ENSP00000281453	9606.ENSP00000414109	0	0	0	0	0.308	0	0.500	0.471	0.801
CENPU	ZWINT	9606.ENSP00000281453	9606.ENSP00000363055	0	0	0	0	0.526	0	0	0.656	0.829
CENPU	PLK1	9606.ENSP00000281453	9606.ENSP00000300093	0	0	0	0	0.203	0.784	0.500	0.960	0.996
CENPU	CENPW	9606.ENSP00000281453	9606.ENSP00000357308	0	0	0	0	0.383	0.800	0.800	0.896	0.997
CENPW	H4C6	9606.ENSP00000357308	9606.ENSP00000244537	0	0	0	0	0.091	0.800	0.500	0.158	0.913
CENPW	NUF2	9606.ENSP00000357308	9606.ENSP00000271452	0	0	0	0	0.614	0	0	0.449	0.778
CENPW	POC1A	9606.ENSP00000357308	9606.ENSP00000296484	0	0	0	0	0.345	0	0	0.616	0.738
CENPW	RRM1	9606.ENSP00000357308	9606.ENSP00000300738	0.108	0	0	0	0.580	0	0.376	0.281	0.809
CENPW	TK1	9606.ENSP00000357308	9606.ENSP00000468425	0	0	0	0	0.582	0	0	0.353	0.718
CENPW	PBK	9606.ENSP00000357308	9606.ENSP00000428489	0	0	0	0	0.708	0	0	0.148	0.741
CENPW	PTTG1	9606.ENSP00000357308	9606.ENSP00000377536	0	0	0	0	0.653	0	0	0.304	0.748
CENPW	SPC24	9606.ENSP00000357308	9606.ENSP00000465075	0	0	0	0	0.452	0	0	0.581	0.761
CENPW	PCNA	9606.ENSP00000357308	9606.ENSP00000368458	0.057	0	0	0	0.735	0	0	0.215	0.787
CENPW	H2AC6	9606.ENSP00000357308	9606.ENSP00000367022	0	0	0	0	0.056	0.800	0	0.069	0.808
CENPW	HJURP	9606.ENSP00000357308	9606.ENSP00000414109	0	0	0	0	0.394	0	0.500	0.486	0.830
CEP44	TK1	9606.ENSP00000389427	9606.ENSP00000468425	0.099	0	0	0	0.142	0	0.673	0.288	0.795
CEP83	FBF1	9606.ENSP00000380911	9606.ENSP00000490726	0	0	0	0	0.049	0	0.900	0.949	0.994
CERS5	SPHK1	9606.ENSP00000325485	9606.ENSP00000313681	0	0	0	0	0	0	0.900	0.636	0.962
CFAP53	TEKT2	9606.ENSP00000381553	9606.ENSP00000207457	0	0	0	0	0.181	0.821	0	0.300	0.888
CFAP53	SPAG8	9606.ENSP00000381553	9606.ENSP00000340982	0	0	0	0	0.246	0.821	0	0	0.859
CFAP53	FAM166B	9606.ENSP00000381553	9606.ENSP00000382646	0	0	0	0	0.108	0.800	0	0.148	0.834
CHAF1A	MCM5	9606.ENSP00000301280	9606.ENSP00000216122	0	0	0	0	0.863	0	0	0.257	0.894
CHAF1A	H4C6	9606.ENSP00000301280	9606.ENSP00000244537	0	0	0	0	0.044	0.784	0	0.520	0.892
CHAF1A	MCM4	9606.ENSP00000301280	9606.ENSP00000262105	0	0	0	0	0.716	0.095	0	0.307	0.806
CHAF1A	MCM2	9606.ENSP00000301280	9606.ENSP00000265056	0	0	0	0	0.784	0.095	0	0.170	0.823
CHAF1A	H3-4	9606.ENSP00000301280	9606.ENSP00000355657	0	0	0	0	0.071	0.071	0	0.711	0.729
CHAF1A	H3C13	9606.ENSP00000301280	9606.ENSP00000333277	0	0	0	0	0.075	0.314	0	0.711	0.801
CHAF1A	PCNA	9606.ENSP00000301280	9606.ENSP00000368458	0	0	0	0	0.396	0.837	0	0.052	0.898
CHAF1A	H3C12	9606.ENSP00000301280	9606.ENSP00000352252	0	0	0	0	0.075	0.868	0	0.743	0.965
CHAF1A	RBBP4	9606.ENSP00000301280	9606.ENSP00000362592	0	0	0	0	0.140	0.829	0.900	0.983	0.999
CHAF1A	CHAF1B	9606.ENSP00000301280	9606.ENSP00000315700	0	0	0	0	0.373	0.898	0.900	0.997	0.999
CHAF1B	MCM5	9606.ENSP00000315700	9606.ENSP00000216122	0	0	0	0	0.489	0	0	0.453	0.708
CHAF1B	H4C6	9606.ENSP00000315700	9606.ENSP00000244537	0	0	0	0	0.049	0.855	0	0.529	0.929
CHAF1B	MCM4	9606.ENSP00000315700	9606.ENSP00000262105	0	0	0	0	0.516	0	0	0.553	0.774
CHAF1B	H3C3	9606.ENSP00000315700	9606.ENSP00000484658	0	0	0	0	0.064	0.569	0	0.427	0.749
CHAF1B	H3C13	9606.ENSP00000315700	9606.ENSP00000333277	0	0	0	0	0.056	0.289	0	0.690	0.774
CHAF1B	H3-4	9606.ENSP00000315700	9606.ENSP00000355657	0	0	0	0	0.056	0.475	0	0.692	0.834
CHAF1B	PCNA	9606.ENSP00000315700	9606.ENSP00000368458	0	0	0	0	0.293	0.884	0	0.245	0.933
CHAF1B	H3C12	9606.ENSP00000315700	9606.ENSP00000352252	0	0	0	0	0.056	0.905	0	0.721	0.973
CHAF1B	RBBP4	9606.ENSP00000315700	9606.ENSP00000362592	0	0	0	0	0.107	0.899	0.900	0.974	0.999
CHCHD7	COX11	9606.ENSP00000306425	9606.ENSP00000299335	0	0	0	0	0.171	0	0	0.732	0.768
CHCHD7	COA5	9606.ENSP00000306425	9606.ENSP00000330730	0	0	0	0	0.164	0	0	0.754	0.786
CHRNE	COLQ	9606.ENSP00000497829	9606.ENSP00000373298	0	0	0	0	0.042	0.051	0	0.866	0.868
CHSY3	CSGALNACT1	9606.ENSP00000302629	9606.ENSP00000411816	0	0	0	0.733	0.047	0	0.900	0.267	0.924
CHTF18	MCM5	9606.ENSP00000262315	9606.ENSP00000216122	0	0	0	0	0.848	0.265	0	0.160	0.898
CHTF18	MCM4	9606.ENSP00000262315	9606.ENSP00000262105	0	0	0	0	0.469	0	0	0.516	0.732
CHTF18	E2F1	9606.ENSP00000262315	9606.ENSP00000345571	0	0	0	0	0.243	0	0	0.667	0.737
CHTF18	MCM9	9606.ENSP00000262315	9606.ENSP00000314505	0	0	0	0	0.674	0.220	0	0.222	0.784
CHTF18	TIMELESS	9606.ENSP00000262315	9606.ENSP00000450607	0	0	0	0	0.363	0.300	0	0.559	0.786
CHTF18	LIG1	9606.ENSP00000262315	9606.ENSP00000263274	0	0	0	0	0.629	0.339	0	0.381	0.835
CHTF18	RFC1	9606.ENSP00000262315	9606.ENSP00000371321	0	0	0	0.559	0.256	0.391	0.500	0.419	0.851
CHTF18	MCM2	9606.ENSP00000262315	9606.ENSP00000265056	0	0	0	0	0.855	0.277	0	0.213	0.910
CHTF18	SMC3	9606.ENSP00000262315	9606.ENSP00000354720	0	0	0	0	0.069	0.132	0	0.939	0.947
CHTF18	PCNA	9606.ENSP00000262315	9606.ENSP00000368458	0	0	0	0	0.150	0.840	0.500	0.351	0.950
CHTF18	POLD1	9606.ENSP00000262315	9606.ENSP00000472445	0	0	0	0	0.786	0.477	0.500	0.306	0.955
CIT	KIF14	9606.ENSP00000376306	9606.ENSP00000356319	0	0	0	0	0.181	0.325	0.500	0.905	0.970
CIT	KIF4A	9606.ENSP00000376306	9606.ENSP00000363524	0	0	0	0	0.279	0	0	0.747	0.809
CIT	PRC1	9606.ENSP00000376306	9606.ENSP00000377793	0	0	0	0	0.242	0.292	0.500	0.204	0.758
CIT	KIF20A	9606.ENSP00000376306	9606.ENSP00000378356	0	0	0	0	0.470	0.328	0	0.852	0.943
CKAP2	KIF11	9606.ENSP00000367276	9606.ENSP00000260731	0	0	0	0	0.773	0	0	0.309	0.836
CKAP2	NUF2	9606.ENSP00000367276	9606.ENSP00000271452	0	0	0	0	0.681	0	0	0.299	0.767
CKAP2	KIF15	9606.ENSP00000367276	9606.ENSP00000324020	0	0	0	0	0.700	0	0	0.203	0.751
CKAP2	MKI67	9606.ENSP00000367276	9606.ENSP00000357643	0	0	0	0	0.684	0	0	0.187	0.732
CKAP2	TTK	9606.ENSP00000367276	9606.ENSP00000358813	0	0	0	0	0.786	0	0	0.411	0.868
CKAP2	RACGAP1	9606.ENSP00000367276	9606.ENSP00000404190	0	0	0	0	0.450	0	0	0.483	0.703
CKAP2	HJURP	9606.ENSP00000367276	9606.ENSP00000414109	0	0	0	0	0.652	0	0	0.226	0.719
CKAP2	PRC1	9606.ENSP00000367276	9606.ENSP00000377793	0	0	0	0	0.675	0.292	0	0	0.760
CKAP2	NUSAP1	9606.ENSP00000367276	9606.ENSP00000499238	0	0	0	0	0.640	0	0	0.411	0.779
CKAP2	KIF20A	9606.ENSP00000367276	9606.ENSP00000378356	0	0	0	0	0.756	0	0	0.453	0.861
CKAP2	TOP2A	9606.ENSP00000367276	9606.ENSP00000411532	0	0	0	0	0.854	0	0	0.333	0.898
CKM	CKMT2	9606.ENSP00000221476	9606.ENSP00000404203	0	0	0.057	0.966	0.654	0.600	0	0.093	0.866
CKM	MYLPF	9606.ENSP00000221476	9606.ENSP00000325239	0	0	0	0	0.855	0	0	0.389	0.908
CKMT2	VDAC3	9606.ENSP00000404203	9606.ENSP00000428845	0	0	0	0	0.060	0.066	0.690	0.181	0.747
CLCC1	COX11	9606.ENSP00000349456	9606.ENSP00000299335	0.120	0	0	0	0.717	0.088	0	0.350	0.832
CLCN1	MBNL1	9606.ENSP00000339867	9606.ENSP00000282486	0	0	0	0	0	0	0	0.932	0.932
CLDN10	CLDN4	9606.ENSP00000299339	9606.ENSP00000409544	0	0	0	0.846	0.058	0	0.650	0.217	0.719
CLSPN	USP28	9606.ENSP00000312995	9606.ENSP00000003302	0	0	0	0	0.042	0.292	0.700	0.570	0.900
CLSPN	MCM5	9606.ENSP00000312995	9606.ENSP00000216122	0	0	0	0	0.347	0.800	0.500	0.432	0.958
CLSPN	TOPBP1	9606.ENSP00000312995	9606.ENSP00000260810	0	0	0	0	0.078	0	0.800	0.976	0.995
CLSPN	MCM4	9606.ENSP00000312995	9606.ENSP00000262105	0	0	0	0	0.268	0.800	0.500	0.651	0.971
CLSPN	MCM2	9606.ENSP00000312995	9606.ENSP00000265056	0	0	0	0	0.372	0.919	0.500	0.190	0.976
CLSPN	SMC2	9606.ENSP00000312995	9606.ENSP00000286398	0	0	0	0	0.722	0	0	0.083	0.734
CLSPN	PLK1	9606.ENSP00000312995	9606.ENSP00000300093	0	0	0	0	0.221	0.587	0	0.808	0.933
CLSPN	MCM7	9606.ENSP00000312995	9606.ENSP00000307288	0	0	0	0	0.261	0.800	0.500	0.475	0.956
CLSPN	MKI67	9606.ENSP00000312995	9606.ENSP00000357643	0	0	0	0	0.536	0	0	0.429	0.723
CLSPN	GINS3	9606.ENSP00000312995	9606.ENSP00000401018	0	0	0	0	0.144	0.945	0	0.469	0.972
CLSPN	RPA2	9606.ENSP00000312995	9606.ENSP00000363017	0	0	0	0	0.102	0.994	0.500	0.418	0.998
CLSPN	TIMELESS	9606.ENSP00000312995	9606.ENSP00000450607	0	0	0	0	0.371	0.898	0	0.997	0.999
CNN1	MYOCD	9606.ENSP00000252456	9606.ENSP00000401678	0	0	0	0	0.256	0	0	0.794	0.840
COA5	COX11	9606.ENSP00000330730	9606.ENSP00000299335	0	0	0	0	0.155	0	0	0.688	0.725
COL18A1	SPARC	9606.ENSP00000352798	9606.ENSP00000231061	0	0	0	0	0.181	0.292	0	0.615	0.757
COL18A1	FLT4	9606.ENSP00000352798	9606.ENSP00000261937	0	0	0	0	0.058	0	0	0.772	0.776
COL18A1	KDR	9606.ENSP00000352798	9606.ENSP00000263923	0	0	0	0	0.080	0.292	0	0.944	0.960
COL18A1	COL4A1	9606.ENSP00000352798	9606.ENSP00000364979	0	0	0	0.589	0.253	0.292	0.400	0.373	0.774
COL4A1	ITGA9	9606.ENSP00000364979	9606.ENSP00000264741	0	0	0	0	0.072	0	0.650	0.247	0.734
COL4A1	PLOD2	9606.ENSP00000364979	9606.ENSP00000282903	0	0	0	0	0.187	0.071	0.500	0.577	0.819
COL4A1	FBN1	9606.ENSP00000364979	9606.ENSP00000325527	0	0	0	0	0.316	0.099	0	0.709	0.805
COL4A1	PDGFA	9606.ENSP00000364979	9606.ENSP00000346508	0	0	0	0	0.054	0	0.500	0.435	0.709
COL4A1	COL5A1	9606.ENSP00000364979	9606.ENSP00000360882	0	0	0.119	0.678	0.489	0.071	0.400	0.714	0.915
COL5A1	PLOD2	9606.ENSP00000360882	9606.ENSP00000282903	0	0	0	0	0.183	0.071	0.500	0.420	0.750
COL5A1	FBN1	9606.ENSP00000360882	9606.ENSP00000325527	0	0	0	0	0.522	0.099	0	0.849	0.929
COL5A1	ZNF469	9606.ENSP00000360882	9606.ENSP00000456500	0	0	0	0	0.192	0.053	0	0.691	0.743
COLQ	PLOD2	9606.ENSP00000373298	9606.ENSP00000282903	0	0	0	0	0.061	0.682	0	0.088	0.704
COPS5	DDB2	9606.ENSP00000350512	9606.ENSP00000256996	0	0	0	0	0.067	0.888	0.500	0.358	0.962
COPS5	TOP2A	9606.ENSP00000350512	9606.ENSP00000411532	0.042	0	0	0	0.067	0.510	0	0.421	0.712
COPS5	HIF1A	9606.ENSP00000350512	9606.ENSP00000437955	0	0	0	0	0.070	0.510	0	0.841	0.921
COX11	SLC4A7	9606.ENSP00000299335	9606.ENSP00000390394	0	0	0	0	0	0	0	0.706	0.706
CPEB4	EIF4E	9606.ENSP00000265085	9606.ENSP00000425561	0	0	0	0	0	0.081	0	0.726	0.737
CPEB4	PLK1	9606.ENSP00000265085	9606.ENSP00000300093	0	0	0	0	0.055	0.099	0.900	0.151	0.918
CREB5	FOSB	9606.ENSP00000350359	9606.ENSP00000245919	0	0	0	0.576	0.047	0.616	0	0.433	0.774
CSE1L	XPO5	9606.ENSP00000262982	9606.ENSP00000265351	0	0	0	0	0.220	0.114	0	0.689	0.766
CSE1L	KPNA2	9606.ENSP00000262982	9606.ENSP00000438483	0	0	0	0	0.261	0.813	0	0.740	0.961
CSF2RB	IL11	9606.ENSP00000384053	9606.ENSP00000264563	0	0	0	0	0	0	0.650	0.194	0.706
CSF2RB	STAT5A	9606.ENSP00000384053	9606.ENSP00000341208	0	0	0	0	0.204	0.292	0.500	0.593	0.870
CSF2RB	JAK3	9606.ENSP00000384053	9606.ENSP00000432511	0	0	0	0	0.150	0.046	0.650	0.184	0.737
CSF2RB	IL6	9606.ENSP00000384053	9606.ENSP00000385675	0	0	0	0	0.090	0	0.650	0.334	0.769
CSNK1D	PER2	9606.ENSP00000381531	9606.ENSP00000254657	0	0	0	0	0.047	0.826	0.900	0.835	0.996
CSNK1D	PLK1	9606.ENSP00000381531	9606.ENSP00000300093	0	0	0	0	0.089	0	0.800	0.233	0.848
CSNK1D	PER1	9606.ENSP00000381531	9606.ENSP00000314420	0	0	0	0	0.059	0.758	0.900	0.380	0.984
CSNK1D	MAPT	9606.ENSP00000381531	9606.ENSP00000340820	0	0	0	0	0	0.736	0	0.262	0.797
CSNK1D	PER3	9606.ENSP00000381531	9606.ENSP00000482093	0	0	0	0	0	0.392	0.900	0.831	0.988
CTCFL	NIPBL	9606.ENSP00000415579	9606.ENSP00000282516	0	0	0	0	0.105	0	0	0.686	0.707
CTCFL	PRMT7	9606.ENSP00000415579	9606.ENSP00000343103	0	0	0	0	0	0.310	0	0.857	0.897
CTCFL	SMC3	9606.ENSP00000415579	9606.ENSP00000354720	0	0	0	0	0.134	0.066	0	0.724	0.758
CTRB1	CTRB2	9606.ENSP00000354294	9606.ENSP00000303963	0	0	0.048	0.985	0.416	0.198	0.900	0.046	0.949
CTSK	SPP1	9606.ENSP00000271651	9606.ENSP00000378517	0	0	0	0	0.106	0	0	0.756	0.772
CTSS	HLA-DMA	9606.ENSP00000357981	9606.ENSP00000363976	0	0	0	0	0.369	0	0	0.719	0.815
CWC25	MOCS3	9606.ENSP00000478070	9606.ENSP00000244051	0	0	0	0	0.680	0	0	0.165	0.721
CX3CL1	TGFA	9606.ENSP00000006053	9606.ENSP00000404131	0	0	0	0	0	0	0	0.710	0.710
CX3CL1	IL6	9606.ENSP00000006053	9606.ENSP00000385675	0	0	0	0	0.064	0	0	0.729	0.735
CX3CL1	CXCL3	9606.ENSP00000006053	9606.ENSP00000296026	0	0	0	0	0.050	0	0.500	0.603	0.795
CX3CL1	CXCR2	9606.ENSP00000006053	9606.ENSP00000319635	0	0	0	0	0	0	0.650	0.769	0.915
CX3CL1	FGF2	9606.ENSP00000006053	9606.ENSP00000264498	0	0	0	0	0.074	0.045	0	0.970	0.971
CXCL14	CXCL3	9606.ENSP00000337065	9606.ENSP00000296026	0	0	0	0	0	0	0	0.768	0.768
CXCL14	CXCR2	9606.ENSP00000337065	9606.ENSP00000319635	0	0	0	0	0	0	0.650	0.460	0.802
CXCL3	IL6	9606.ENSP00000296026	9606.ENSP00000385675	0	0	0	0	0.491	0	0	0.642	0.810
CXCL3	CXCR2	9606.ENSP00000296026	9606.ENSP00000319635	0	0	0	0	0.060	0.287	0.900	0.997	0.999
CXCR2	SELPLG	9606.ENSP00000319635	9606.ENSP00000228463	0	0	0	0	0.180	0.049	0	0.649	0.702
CXCR2	JAK3	9606.ENSP00000319635	9606.ENSP00000432511	0	0	0	0	0.111	0	0.650	0.184	0.724
CXCR2	IL6	9606.ENSP00000319635	9606.ENSP00000385675	0	0	0	0	0.081	0	0	0.804	0.812
CYP11B1	STAR	9606.ENSP00000292427	9606.ENSP00000276449	0	0	0	0	0.194	0	0	0.843	0.868
CYP27B1	MED1	9606.ENSP00000228606	9606.ENSP00000300651	0	0	0	0	0	0.886	0	0.268	0.913
CYP2A6	GSTA4	9606.ENSP00000301141	9606.ENSP00000360002	0	0	0	0	0.067	0.045	0.900	0.186	0.917
CYP2A6	DPYD	9606.ENSP00000301141	9606.ENSP00000359211	0	0	0	0	0.080	0	0.900	0.499	0.949
CYP2A6	CYP2A7	9606.ENSP00000301141	9606.ENSP00000301146	0	0	0.047	0.986	0.999	0.198	0	0.330	0.999
DBF4B	MCM5	9606.ENSP00000323663	9606.ENSP00000216122	0	0	0	0	0.094	0.596	0	0.303	0.722
DBF4B	MCM4	9606.ENSP00000323663	9606.ENSP00000262105	0	0	0	0	0.124	0.717	0	0.429	0.846
DBP	PER3	9606.ENSP00000222122	9606.ENSP00000482093	0	0	0	0	0.269	0.092	0	0.592	0.706
DCLRE1C	POLD1	9606.ENSP00000367527	9606.ENSP00000472445	0	0	0	0	0	0.058	0.900	0.252	0.923
DCPS	EIF4E	9606.ENSP00000263579	9606.ENSP00000425561	0	0	0	0	0.091	0	0	0.701	0.716
DDB2	H4C6	9606.ENSP00000256996	9606.ENSP00000244537	0	0	0	0	0.044	0.905	0	0.290	0.930
DDB2	RPA2	9606.ENSP00000256996	9606.ENSP00000363017	0	0	0	0	0.049	0.245	0.500	0.326	0.726
DDB2	H2BC12	9606.ENSP00000256996	9606.ENSP00000349430	0	0	0	0	0.042	0.815	0	0.125	0.831
DDB2	H2BC11	9606.ENSP00000256996	9606.ENSP00000476136	0	0	0	0	0	0.815	0	0.137	0.833
DDB2	PARP1	9606.ENSP00000256996	9606.ENSP00000355759	0	0	0	0	0.060	0.292	0.500	0.657	0.870
DDB2	H3C3	9606.ENSP00000256996	9606.ENSP00000484658	0	0	0	0	0	0.905	0	0.206	0.921
DDB2	H2AC8	9606.ENSP00000256996	9606.ENSP00000303373	0	0	0	0	0.074	0.945	0	0	0.948
DDB2	H3C12	9606.ENSP00000256996	9606.ENSP00000352252	0	0	0	0	0.042	0.905	0	0.616	0.962
DDX21	H4C6	9606.ENSP00000346120	9606.ENSP00000244537	0	0	0	0	0.058	0.299	0.400	0.466	0.760
DDX21	KPNA2	9606.ENSP00000346120	9606.ENSP00000438483	0	0	0	0	0.140	0.599	0	0.245	0.717
DDX21	DEK	9606.ENSP00000346120	9606.ENSP00000498653	0	0	0	0	0.138	0	0.800	0.538	0.913
DEK	H4C6	9606.ENSP00000498653	9606.ENSP00000244537	0	0	0	0	0.075	0.635	0.500	0.176	0.842
DEK	H2AC20	9606.ENSP00000498653	9606.ENSP00000332194	0	0	0	0	0	0.314	0.500	0.700	0.888
DEK	H3C12	9606.ENSP00000498653	9606.ENSP00000352252	0	0	0	0	0.093	0.363	0.500	0.297	0.770
DEK	H2BC21	9606.ENSP00000498653	9606.ENSP00000358151	0	0	0	0	0	0.311	0.500	0.676	0.878
DEK	H2AC18	9606.ENSP00000498653	9606.ENSP00000358155	0	0	0	0	0.057	0.071	0.500	0.557	0.779
DEPTOR	PRR5L	9606.ENSP00000286234	9606.ENSP00000368144	0	0	0	0	0	0	0	0.963	0.963
DERL1	SPATA5L1	9606.ENSP00000259512	9606.ENSP00000305494	0	0	0	0	0.082	0.614	0	0.295	0.728
DERL1	FAAP100	9606.ENSP00000259512	9606.ENSP00000333283	0	0	0	0	0.049	0.840	0	0.249	0.875
DHRS11	STAR	9606.ENSP00000482704	9606.ENSP00000276449	0	0	0	0	0.042	0	0	0.738	0.738
DIDO1	H4C6	9606.ENSP00000266070	9606.ENSP00000244537	0	0	0	0	0.049	0.480	0.500	0.067	0.738
DIDO1	HSPA2	9606.ENSP00000266070	9606.ENSP00000378199	0	0	0	0	0.049	0.052	0.800	0	0.803
DIDO1	H3C3	9606.ENSP00000266070	9606.ENSP00000484658	0	0	0	0	0	0.927	0	0.101	0.932
DIDO1	H3C13	9606.ENSP00000266070	9606.ENSP00000333277	0	0	0	0	0.055	0.927	0	0.514	0.963
DIDO1	H3C12	9606.ENSP00000266070	9606.ENSP00000352252	0	0	0	0	0.049	0.934	0	0.522	0.967
DIDO1	H3-4	9606.ENSP00000266070	9606.ENSP00000355657	0	0	0	0	0	0.927	0.500	0.514	0.980
DIO2	PRDM16	9606.ENSP00000451419	9606.ENSP00000270722	0	0	0	0	0	0	0	0.777	0.777
DKK1	LRP6	9606.ENSP00000363081	9606.ENSP00000261349	0	0	0	0	0	0.987	0.900	0.998	0.999
DKK1	WNT9A	9606.ENSP00000363081	9606.ENSP00000272164	0	0	0	0	0.062	0.045	0.650	0.553	0.841
DKK1	WNT2B	9606.ENSP00000363081	9606.ENSP00000358698	0	0	0	0	0	0.061	0.650	0.829	0.939
